Survived,Pclass,Age,SibSp,Parch,Fare,Embarked,Mapped_Title,FamilySize,TicketPrefix,TicketNumber,TicketNumberLengthGroup,TicketNumberPrefix,Mapped_Sex,AgeGroup,Age_Pclass_Group,FareGroup,FamilySizeGroup,Age_Pclass,family_size_pclass_total,family_size_pclass_survived
0,3,30.0,0,0,7.3125,S,0,1,Fa,265302,6,6_26,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,22.0,0,0,7.8958,S,0,1,UNKNOWN,349206,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,66.0,324,0.21374045801526717
1,2,4.0,1,1,23.0,S,1,3,UNKNOWN,29103,5,5_29,1,<20,<20_Pclass_2,20-30,Small,8.0,78,0.625
1,2,30.0,0,0,13.0,S,0,1,UNKNOWN,244373,6,6_24,0,20-30,20-30_Pclass_2,10-20,Alone,60.0,104,0.36470588235294116
1,3,24.0,0,0,7.1417,S,0,1,C,17369,5,5_17,0,20-30,20-30_Pclass_3,0-10,Alone,72.0,324,0.21374045801526717
1,2,30.0,0,0,12.35,Q,1,1,UNKNOWN,234818,6,6_23,1,20-30,20-30_Pclass_2,10-20,Alone,60.0,104,0.36470588235294116
1,3,29.0,0,2,15.2458,C,2,3,UNKNOWN,2650,4,4_26,1,20-30,20-30_Pclass_3,10-20,Small,87.0,113,0.40217391304347827
0,3,24.0,0,0,9.5,S,0,1,UNKNOWN,345781,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,72.0,324,0.21374045801526717
1,1,45.0,1,1,164.8667,S,2,3,UNKNOWN,36928,5,5_36,1,40-50,40-50_Pclass_1,100-200,Small,45.0,101,0.6842105263157895
1,2,32.0,0,0,13.0,S,2,1,UNKNOWN,234604,6,6_23,1,30-40,30-40_Pclass_2,10-20,Alone,64.0,104,0.36470588235294116
0,3,21.0,0,0,7.925,S,0,1,STON/O,3101294,7,7_31,0,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
1,1,35.0,0,0,512.3292,C,0,1,PC,17755,5,5_17,0,30-40,30-40_Pclass_1,200+,Alone,35.0,109,0.5365853658536586
0,3,21.0,8,2,69.55,S,1,11,CA.,2343,4,4_23,1,20-30,20-30_Pclass_3,60-70,Large,63.0,54,0.06818181818181818
1,3,30.0,2,0,23.25,Q,0,3,UNKNOWN,367226,6,6_36,0,20-30,20-30_Pclass_3,20-30,Small,90.0,113,0.40217391304347827
1,1,36.0,0,1,512.3292,C,0,2,PC,17755,5,5_17,0,30-40,30-40_Pclass_1,200+,Small,36.0,101,0.6842105263157895
0,3,41.0,0,5,39.6875,S,2,6,UNKNOWN,3101295,7,7_31,1,40-50,40-50_Pclass_3,30-40,Large,123.0,54,0.06818181818181818
1,3,23.0,0,0,7.55,S,1,1,CA.,2314,4,4_23,1,20-30,20-30_Pclass_3,0-10,Alone,69.0,324,0.21374045801526717
0,3,34.0,1,1,14.4,S,0,3,UNKNOWN,347080,6,6_34,0,30-40,30-40_Pclass_3,10-20,Small,102.0,113,0.40217391304347827
1,2,21.0,0,0,33.0,S,1,1,UNKNOWN,248727,6,6_24,1,20-30,20-30_Pclass_2,30-40,Alone,42.0,104,0.36470588235294116
0,3,30.0,0,0,24.15,Q,0,1,UNKNOWN,371110,6,6_37,0,20-30,20-30_Pclass_3,20-30,Alone,90.0,324,0.21374045801526717
1,3,15.0,0,0,7.225,C,1,1,UNKNOWN,2667,4,4_26,1,<20,<20_Pclass_3,0-10,Alone,45.0,324,0.21374045801526717
0,3,30.0,0,0,8.05,S,0,1,S.C./A.,23567,5,5_23,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,18.0,0,0,7.775,S,1,1,UNKNOWN,347087,6,6_34,1,<20,<20_Pclass_3,0-10,Alone,54.0,324,0.21374045801526717
0,3,30.0,0,0,8.05,S,0,1,SOTON/OQ,392090,6,6_39,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,2,32.0,2,0,73.5,S,0,3,S.O.C.,14879,5,5_14,0,30-40,30-40_Pclass_2,70-80,Small,64.0,78,0.625
0,3,4.0,4,1,29.125,Q,3,6,UNKNOWN,382652,6,6_38,0,<20,<20_Pclass_3,20-30,Large,12.0,54,0.06818181818181818
0,3,2.0,4,1,29.125,Q,3,6,UNKNOWN,382652,6,6_38,0,<20,<20_Pclass_3,20-30,Large,6.0,54,0.06818181818181818
0,3,30.0,0,0,8.05,S,0,1,SOTON/OQ,3101316,7,7_31,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,30.0,2,0,21.6792,C,0,3,UNKNOWN,2662,4,4_26,0,20-30,20-30_Pclass_3,20-30,Small,90.0,113,0.40217391304347827
1,1,48.0,0,0,25.9292,S,2,1,UNKNOWN,17466,5,5_17,1,40-50,40-50_Pclass_1,20-30,Alone,48.0,109,0.5365853658536586
0,3,31.0,0,0,7.75,Q,0,1,UNKNOWN,335097,6,6_33,0,30-40,30-40_Pclass_3,0-10,Alone,93.0,324,0.21374045801526717
0,1,47.0,0,0,34.0208,S,0,1,UNKNOWN,36967,5,5_36,0,40-50,40-50_Pclass_1,30-40,Alone,47.0,109,0.5365853658536586
0,3,26.0,1,0,16.1,S,2,2,A/,3336,4,4_33,1,20-30,20-30_Pclass_3,10-20,Small,78.0,113,0.40217391304347827
0,3,9.0,5,2,46.9,S,3,8,CA,2144,4,4_21,0,<20,<20_Pclass_3,40-50,Large,27.0,54,0.06818181818181818
1,3,19.0,0,0,8.05,S,0,1,A/,10482,5,5_10,0,<20,<20_Pclass_3,0-10,Alone,57.0,324,0.21374045801526717
0,3,30.0,0,0,8.05,S,0,1,A./,3235,4,4_32,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,22.0,0,0,9.35,S,0,1,PP,4348,4,4_43,0,20-30,20-30_Pclass_3,0-10,Alone,66.0,324,0.21374045801526717
0,3,30.0,0,0,7.225,C,0,1,UNKNOWN,2631,4,4_26,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,2,28.0,0,1,33.0,S,0,2,UNKNOWN,248727,6,6_24,0,20-30,20-30_Pclass_2,30-40,Small,56.0,78,0.625
1,2,24.0,2,3,18.75,S,2,6,UNKNOWN,29106,5,5_29,1,20-30,20-30_Pclass_2,10-20,Large,48.0,2,1.0
0,3,17.0,0,0,8.6625,S,0,1,UNKNOWN,315090,6,6_31,0,<20,<20_Pclass_3,0-10,Alone,51.0,324,0.21374045801526717
0,3,30.0,1,0,15.5,Q,0,2,UNKNOWN,370365,6,6_37,0,20-30,20-30_Pclass_3,10-20,Small,90.0,113,0.40217391304347827
0,3,21.0,3,1,25.4667,S,1,5,UNKNOWN,4133,4,4_41,1,20-30,20-30_Pclass_3,20-30,Large,63.0,54,0.06818181818181818
0,3,21.0,0,0,8.05,S,0,1,A./,2152,4,4_21,0,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
1,1,51.0,0,0,26.55,S,0,1,UNKNOWN,113055,6,6_11,0,50-60,50-60_Pclass_1,20-30,Alone,51.0,109,0.5365853658536586
0,3,3.0,3,1,21.075,S,1,5,UNKNOWN,349909,6,6_34,1,<20,<20_Pclass_3,20-30,Large,9.0,54,0.06818181818181818
1,3,0.75,2,1,19.2583,C,1,4,UNKNOWN,2666,4,4_26,1,<20,<20_Pclass_3,10-20,Small,2.25,113,0.40217391304347827
0,3,30.0,0,0,7.2292,C,0,1,UNKNOWN,2629,4,4_26,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,34.0,0,0,8.05,S,0,1,UNKNOWN,363294,6,6_36,0,30-40,30-40_Pclass_3,0-10,Alone,102.0,324,0.21374045801526717
1,2,18.0,0,1,23.0,S,1,2,UNKNOWN,231919,6,6_23,1,<20,<20_Pclass_2,20-30,Small,36.0,78,0.625
1,1,44.0,0,0,27.7208,C,2,1,PC,17610,5,5_17,1,40-50,40-50_Pclass_1,20-30,Alone,44.0,109,0.5365853658536586
0,3,30.0,0,0,14.5,S,0,1,UNKNOWN,358585,6,6_35,0,20-30,20-30_Pclass_3,10-20,Alone,90.0,324,0.21374045801526717
0,3,30.0,0,0,9.5,S,0,1,UNKNOWN,345777,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,37.0,0,0,9.5875,S,1,1,UNKNOWN,4135,4,4_41,1,30-40,30-40_Pclass_3,0-10,Alone,111.0,324,0.21374045801526717
0,2,21.0,1,0,11.5,S,0,2,UNKNOWN,28134,5,5_28,0,20-30,20-30_Pclass_2,10-20,Small,42.0,78,0.625
0,1,36.0,1,0,78.85,S,0,2,UNKNOWN,19877,5,5_19,0,30-40,30-40_Pclass_1,70-80,Small,36.0,101,0.6842105263157895
1,3,32.0,0,0,7.925,S,0,1,STON/O,3101286,7,7_31,0,30-40,30-40_Pclass_3,0-10,Alone,96.0,324,0.21374045801526717
0,3,21.0,1,2,23.45,S,1,4,W./C.,6607,4,4_66,1,20-30,20-30_Pclass_3,20-30,Small,63.0,113,0.40217391304347827
0,3,26.0,0,0,7.775,S,0,1,UNKNOWN,347068,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,78.0,324,0.21374045801526717
1,1,80.0,0,0,30.0,S,0,1,UNKNOWN,27042,5,5_27,0,70+,70+_Pclass_1,30-40,Alone,80.0,109,0.5365853658536586
0,3,55.5,0,0,8.05,S,0,1,A.,11206,5,5_11,0,50-60,50-60_Pclass_3,0-10,Alone,166.5,324,0.21374045801526717
0,2,60.0,1,1,39.0,S,0,3,UNKNOWN,29750,5,5_29,0,50-60,50-60_Pclass_2,30-40,Small,120.0,78,0.625
0,3,30.0,0,0,7.7333,Q,0,1,UNKNOWN,334912,6,6_33,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,18.0,0,0,7.775,S,0,1,UNKNOWN,349912,6,6_34,0,<20,<20_Pclass_3,0-10,Alone,54.0,324,0.21374045801526717
0,3,14.5,1,0,14.4542,C,1,2,UNKNOWN,2665,4,4_26,1,<20,<20_Pclass_3,10-20,Small,43.5,113,0.40217391304347827
1,2,19.0,0,0,10.5,S,0,1,SW/PP,751,3,3_75,0,<20,<20_Pclass_2,10-20,Alone,38.0,104,0.36470588235294116
1,2,4.0,2,1,39.0,S,1,4,UNKNOWN,230136,6,6_23,1,<20,<20_Pclass_2,30-40,Small,8.0,78,0.625
0,3,33.0,0,0,8.6542,S,0,1,UNKNOWN,7540,4,4_75,0,30-40,30-40_Pclass_3,0-10,Alone,99.0,324,0.21374045801526717
0,3,21.0,0,0,7.7333,Q,0,1,A/,13032,5,5_13,0,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
0,3,10.0,0,2,24.15,S,1,3,UNKNOWN,345773,6,6_34,1,<20,<20_Pclass_3,20-30,Small,30.0,113,0.40217391304347827
0,2,47.0,0,0,15.0,S,0,1,UNKNOWN,237565,6,6_23,0,40-50,40-50_Pclass_2,10-20,Alone,94.0,104,0.36470588235294116
0,3,2.0,4,2,31.275,S,1,7,UNKNOWN,347082,6,6_34,1,<20,<20_Pclass_3,30-40,Large,6.0,54,0.06818181818181818
1,2,29.0,1,0,26.0,S,2,2,UNKNOWN,2926,4,4_29,1,20-30,20-30_Pclass_2,20-30,Small,58.0,78,0.625
1,1,22.0,1,0,66.6,S,2,2,UNKNOWN,113776,6,6_11,1,20-30,20-30_Pclass_1,60-70,Small,22.0,101,0.6842105263157895
0,3,28.0,1,0,15.85,S,0,2,STON/O,3101279,7,7_31,0,20-30,20-30_Pclass_3,10-20,Small,84.0,113,0.40217391304347827
1,1,30.0,0,0,29.7,C,0,1,UNKNOWN,11774,5,5_11,0,20-30,20-30_Pclass_1,20-30,Alone,30.0,109,0.5365853658536586
1,3,26.0,0,0,18.7875,C,0,1,UNKNOWN,2699,4,4_26,0,20-30,20-30_Pclass_3,10-20,Alone,78.0,324,0.21374045801526717
0,3,33.0,0,0,9.5,S,0,1,UNKNOWN,345780,6,6_34,0,30-40,30-40_Pclass_3,0-10,Alone,99.0,324,0.21374045801526717
1,2,27.0,0,0,10.5,S,1,1,UNKNOWN,34218,5,5_34,1,20-30,20-30_Pclass_2,10-20,Alone,54.0,104,0.36470588235294116
1,3,27.0,0,2,11.1333,S,2,3,UNKNOWN,347742,6,6_34,1,20-30,20-30_Pclass_3,10-20,Small,81.0,113,0.40217391304347827
0,2,34.0,0,0,13.0,S,0,1,UNKNOWN,12233,5,5_12,0,30-40,30-40_Pclass_2,10-20,Alone,68.0,104,0.36470588235294116
1,3,30.0,0,0,7.2292,C,0,1,UNKNOWN,2677,4,4_26,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,1,30.0,0,0,27.75,C,0,1,UNKNOWN,113051,6,6_11,0,20-30,20-30_Pclass_1,20-30,Alone,30.0,109,0.5365853658536586
0,3,30.0,1,0,16.1,S,0,2,A/,3336,4,4_33,0,20-30,20-30_Pclass_3,10-20,Small,90.0,113,0.40217391304347827
1,2,21.0,0,0,12.35,Q,1,1,UNKNOWN,226593,6,6_22,1,20-30,20-30_Pclass_2,10-20,Alone,42.0,104,0.36470588235294116
0,3,30.0,0,0,7.775,S,0,1,UNKNOWN,312993,6,6_31,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,1,53.0,2,0,51.4792,S,2,3,UNKNOWN,11769,5,5_11,1,50-60,50-60_Pclass_1,50-60,Small,53.0,101,0.6842105263157895
0,3,32.0,0,0,7.925,S,0,1,STON/O,3101292,7,7_31,0,30-40,30-40_Pclass_3,0-10,Alone,96.0,324,0.21374045801526717
0,2,52.0,0,0,13.0,S,0,1,UNKNOWN,250647,6,6_25,0,50-60,50-60_Pclass_2,10-20,Alone,104.0,104,0.36470588235294116
0,1,52.0,1,1,79.65,S,0,3,UNKNOWN,110413,6,6_11,0,50-60,50-60_Pclass_1,70-80,Small,52.0,101,0.6842105263157895
0,3,39.0,1,5,31.275,S,2,7,UNKNOWN,347082,6,6_34,1,30-40,30-40_Pclass_3,30-40,Large,117.0,54,0.06818181818181818
0,1,2.0,1,2,151.55,S,1,4,UNKNOWN,113781,6,6_11,1,<20,<20_Pclass_1,100-200,Small,2.0,101,0.6842105263157895
1,3,44.0,0,0,7.925,S,0,1,STON/O,3101269,7,7_31,0,40-50,40-50_Pclass_3,0-10,Alone,132.0,324,0.21374045801526717
0,2,51.0,0,0,12.525,S,0,1,S.O.P.,1166,4,4_11,0,50-60,50-60_Pclass_2,10-20,Alone,102.0,104,0.36470588235294116
0,2,39.0,0,0,26.0,S,0,1,UNKNOWN,250655,6,6_25,0,30-40,30-40_Pclass_2,20-30,Alone,78.0,104,0.36470588235294116
0,1,46.0,0,0,79.2,C,0,1,PC,17593,5,5_17,0,40-50,40-50_Pclass_1,70-80,Alone,46.0,109,0.5365853658536586
1,1,17.0,0,2,110.8833,C,0,3,UNKNOWN,17421,5,5_17,0,<20,<20_Pclass_1,100-200,Small,17.0,101,0.6842105263157895
0,3,30.0,0,0,8.05,S,0,1,A.,18509,5,5_18,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,9.0,2,2,34.375,S,1,5,W./C.,6608,4,4_66,1,<20,<20_Pclass_3,30-40,Large,27.0,54,0.06818181818181818
1,3,27.0,0,0,7.7958,S,0,1,UNKNOWN,350043,6,6_35,0,20-30,20-30_Pclass_3,0-10,Alone,81.0,324,0.21374045801526717
0,3,21.0,0,0,8.6625,S,0,1,UNKNOWN,315097,6,6_31,0,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
0,3,30.0,0,0,56.4958,S,0,1,UNKNOWN,1601,4,4_16,0,20-30,20-30_Pclass_3,50-60,Alone,90.0,324,0.21374045801526717
0,3,26.0,0,0,7.8958,S,0,1,UNKNOWN,349248,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,78.0,324,0.21374045801526717
1,3,3.0,1,1,15.9,S,3,3,C.A.,37671,5,5_37,0,<20,<20_Pclass_3,10-20,Small,9.0,113,0.40217391304347827
0,2,48.0,0,0,13.0,S,0,1,UNKNOWN,234360,6,6_23,0,40-50,40-50_Pclass_2,10-20,Alone,96.0,104,0.36470588235294116
1,1,36.0,0,0,135.6333,C,1,1,PC,17760,5,5_17,1,30-40,30-40_Pclass_1,100-200,Alone,36.0,109,0.5365853658536586
1,3,35.0,1,0,15.5,Q,2,2,UNKNOWN,370365,6,6_37,1,30-40,30-40_Pclass_3,10-20,Small,105.0,113,0.40217391304347827
1,2,32.5,0,0,13.0,S,1,1,UNKNOWN,27267,5,5_27,1,30-40,30-40_Pclass_2,10-20,Alone,65.0,104,0.36470588235294116
1,1,33.0,0,0,86.5,S,2,1,UNKNOWN,110152,6,6_11,1,30-40,30-40_Pclass_1,80-90,Alone,33.0,109,0.5365853658536586
1,2,22.0,1,2,41.5792,C,2,4,SC/Paris,2123,4,4_21,1,20-30,20-30_Pclass_2,40-50,Small,44.0,78,0.625
0,3,19.0,0,0,6.75,Q,0,1,UNKNOWN,365222,6,6_36,0,<20,<20_Pclass_3,0-10,Alone,57.0,324,0.21374045801526717
0,3,74.0,0,0,7.775,S,0,1,UNKNOWN,347060,6,6_34,0,70+,70+_Pclass_3,0-10,Alone,222.0,324,0.21374045801526717
0,3,42.0,0,1,8.4042,S,0,2,UNKNOWN,4579,4,4_45,0,40-50,40-50_Pclass_3,0-10,Small,126.0,113,0.40217391304347827
1,1,40.0,0,0,153.4625,S,1,1,PC,17582,5,5_17,1,30-40,30-40_Pclass_1,100-200,Alone,40.0,109,0.5365853658536586
1,3,35.0,1,1,20.25,S,2,3,C.A.,2673,4,4_26,1,30-40,30-40_Pclass_3,20-30,Small,105.0,113,0.40217391304347827
0,3,24.0,0,0,8.85,S,1,1,UNKNOWN,349236,6,6_34,1,20-30,20-30_Pclass_3,0-10,Alone,72.0,324,0.21374045801526717
1,3,39.0,0,0,7.925,S,0,1,STON/O,3101289,7,7_31,0,30-40,30-40_Pclass_3,0-10,Alone,117.0,324,0.21374045801526717
0,2,32.5,1,0,30.0708,C,0,2,UNKNOWN,237736,6,6_23,0,30-40,30-40_Pclass_2,30-40,Small,65.0,78,0.625
1,2,1.0,2,1,39.0,S,3,4,UNKNOWN,230136,6,6_23,0,<20,<20_Pclass_2,30-40,Small,2.0,78,0.625
0,3,34.0,0,0,6.4958,S,0,1,UNKNOWN,3101264,7,7_31,0,30-40,30-40_Pclass_3,0-10,Alone,102.0,324,0.21374045801526717
0,1,64.0,1,4,263.0,S,0,6,UNKNOWN,19950,5,5_19,0,60-70,60-70_Pclass_1,200+,Large,64.0,6,0.6
0,3,25.0,0,0,7.775,S,1,1,UNKNOWN,347071,6,6_34,1,20-30,20-30_Pclass_3,0-10,Alone,75.0,324,0.21374045801526717
0,3,35.0,0,0,8.05,S,2,1,UNKNOWN,343095,6,6_34,1,30-40,30-40_Pclass_3,0-10,Alone,105.0,324,0.21374045801526717
1,3,1.0,1,2,20.575,S,3,4,C.A.,2315,4,4_23,0,<20,<20_Pclass_3,20-30,Small,3.0,113,0.40217391304347827
0,3,45.0,0,0,6.975,S,0,1,UNKNOWN,347061,6,6_34,0,40-50,40-50_Pclass_3,0-10,Alone,135.0,324,0.21374045801526717
0,2,31.0,1,1,26.25,S,0,3,C.A.,31921,5,5_31,0,30-40,30-40_Pclass_2,20-30,Small,62.0,78,0.625
0,3,21.0,1,0,9.825,S,1,2,UNKNOWN,4137,4,4_41,1,20-30,20-30_Pclass_3,0-10,Small,63.0,113,0.40217391304347827
0,3,25.0,0,0,7.8958,S,0,1,UNKNOWN,349203,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,75.0,324,0.21374045801526717
1,1,15.0,0,1,211.3375,S,1,2,UNKNOWN,24160,5,5_24,1,<20,<20_Pclass_1,200+,Small,15.0,101,0.6842105263157895
0,3,26.0,0,0,7.8875,S,0,1,UNKNOWN,3474,4,4_34,0,20-30,20-30_Pclass_3,0-10,Alone,78.0,324,0.21374045801526717
0,2,30.0,0,0,10.5,S,0,1,W/C,14208,5,5_14,0,20-30,20-30_Pclass_2,10-20,Alone,60.0,104,0.36470588235294116
1,1,24.0,0,0,69.3,C,1,1,PC,17477,5,5_17,1,20-30,20-30_Pclass_1,60-70,Alone,24.0,109,0.5365853658536586
0,2,35.0,0,0,10.5,S,0,1,UNKNOWN,28206,5,5_28,0,30-40,30-40_Pclass_2,10-20,Alone,70.0,104,0.36470588235294116
0,2,70.0,0,0,10.5,S,0,1,C.A.,24580,5,5_24,0,60-70,60-70_Pclass_2,10-20,Alone,140.0,104,0.36470588235294116
0,1,30.0,0,0,0.0,S,0,1,UNKNOWN,112058,6,6_11,0,20-30,20-30_Pclass_1,0-10,Alone,30.0,109,0.5365853658536586
0,3,21.0,0,0,16.1,S,0,1,UNKNOWN,54636,5,5_54,0,20-30,20-30_Pclass_3,10-20,Alone,63.0,324,0.21374045801526717
1,3,18.0,0,1,9.35,S,2,2,UNKNOWN,392091,6,6_39,1,<20,<20_Pclass_3,0-10,Small,54.0,113,0.40217391304347827
0,3,21.0,0,0,8.1375,Q,1,1,UNKNOWN,330935,6,6_33,1,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
0,3,1.0,5,2,46.9,S,3,8,CA,2144,4,4_21,0,<20,<20_Pclass_3,40-50,Large,3.0,54,0.06818181818181818
0,3,21.0,8,2,69.55,S,1,11,CA.,2343,4,4_23,1,20-30,20-30_Pclass_3,60-70,Large,63.0,54,0.06818181818181818
1,3,26.0,0,0,56.4958,S,0,1,UNKNOWN,1601,4,4_16,0,20-30,20-30_Pclass_3,50-60,Alone,78.0,324,0.21374045801526717
1,3,25.0,1,0,7.775,S,0,2,UNKNOWN,347083,6,6_34,0,20-30,20-30_Pclass_3,0-10,Small,75.0,113,0.40217391304347827
0,2,30.0,0,0,0.0,S,0,1,UNKNOWN,239855,6,6_23,0,20-30,20-30_Pclass_2,0-10,Alone,60.0,104,0.36470588235294116
0,3,20.0,0,0,9.5,S,0,1,UNKNOWN,345769,6,6_34,0,<20,<20_Pclass_3,0-10,Alone,60.0,324,0.21374045801526717
1,1,54.0,1,0,78.2667,C,1,2,UNKNOWN,36947,5,5_36,1,50-60,50-60_Pclass_1,70-80,Small,54.0,101,0.6842105263157895
0,3,22.0,0,0,8.05,S,0,1,UNKNOWN,324669,6,6_32,0,20-30,20-30_Pclass_3,0-10,Alone,66.0,324,0.21374045801526717
0,2,59.0,0,0,13.5,S,0,1,UNKNOWN,237442,6,6_23,0,50-60,50-60_Pclass_2,10-20,Alone,118.0,104,0.36470588235294116
1,2,54.0,1,3,23.0,S,2,5,UNKNOWN,29105,5,5_29,1,50-60,50-60_Pclass_2,20-30,Large,108.0,2,1.0
1,1,27.0,0,0,30.5,S,0,1,UNKNOWN,113804,6,6_11,0,20-30,20-30_Pclass_1,30-40,Alone,27.0,109,0.5365853658536586
0,1,31.0,1,0,52.0,S,0,2,F.C.,12750,5,5_12,0,30-40,30-40_Pclass_1,50-60,Small,31.0,101,0.6842105263157895
0,1,22.0,0,0,135.6333,C,0,1,PC,17760,5,5_17,0,20-30,20-30_Pclass_1,100-200,Alone,22.0,109,0.5365853658536586
0,1,33.0,0,0,5.0,S,0,1,UNKNOWN,695,3,3_69,0,30-40,30-40_Pclass_1,0-10,Alone,33.0,109,0.5365853658536586
1,3,6.0,0,1,12.475,S,3,2,UNKNOWN,392096,6,6_39,0,<20,<20_Pclass_3,10-20,Small,18.0,113,0.40217391304347827
1,3,5.0,4,2,31.3875,S,1,7,UNKNOWN,347077,6,6_34,1,<20,<20_Pclass_3,30-40,Large,15.0,54,0.06818181818181818
0,1,39.0,0,0,0.0,S,0,1,UNKNOWN,112050,6,6_11,0,30-40,30-40_Pclass_1,0-10,Alone,39.0,109,0.5365853658536586
0,3,24.5,0,0,8.05,S,0,1,UNKNOWN,342826,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,73.5,324,0.21374045801526717
0,2,54.0,0,0,14.0,S,0,1,UNKNOWN,29011,5,5_29,0,50-60,50-60_Pclass_2,10-20,Alone,108.0,104,0.36470588235294116
0,3,30.0,0,0,7.55,S,0,1,S.O./P.P.,751,3,3_75,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,30.0,0,0,7.8958,S,0,1,UNKNOWN,349222,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,30.0,0,0,7.2292,C,0,1,UNKNOWN,2685,4,4_26,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,3,21.0,0,0,7.8792,Q,1,1,UNKNOWN,330931,6,6_33,1,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
1,1,35.0,0,0,512.3292,C,1,1,PC,17755,5,5_17,1,30-40,30-40_Pclass_1,200+,Alone,35.0,109,0.5365853658536586
1,1,21.0,0,0,77.9583,S,1,1,UNKNOWN,13502,5,5_13,1,20-30,20-30_Pclass_1,70-80,Alone,21.0,109,0.5365853658536586
1,1,32.0,0,0,30.5,C,0,1,UNKNOWN,13214,5,5_13,0,30-40,30-40_Pclass_1,30-40,Alone,32.0,109,0.5365853658536586
0,3,16.0,0,0,9.5,S,0,1,UNKNOWN,345778,6,6_34,0,<20,<20_Pclass_3,0-10,Alone,48.0,324,0.21374045801526717
1,3,22.0,0,0,7.25,S,1,1,C,7077,4,4_70,1,20-30,20-30_Pclass_3,0-10,Alone,66.0,324,0.21374045801526717
0,3,30.0,0,0,7.8958,S,0,1,UNKNOWN,349227,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,1,38.0,1,0,90.0,S,0,2,UNKNOWN,19943,5,5_19,0,30-40,30-40_Pclass_1,90-100,Small,38.0,101,0.6842105263157895
0,3,30.0,8,2,69.55,S,0,11,CA.,2343,4,4_23,0,20-30,20-30_Pclass_3,60-70,Large,90.0,54,0.06818181818181818
0,2,25.0,1,0,26.0,S,0,2,UNKNOWN,236853,6,6_23,0,20-30,20-30_Pclass_2,20-30,Small,50.0,78,0.625
1,2,33.0,1,2,27.75,S,2,4,C.A.,34651,5,5_34,1,30-40,30-40_Pclass_2,20-30,Small,66.0,78,0.625
1,3,35.0,1,0,16.1,S,2,2,UNKNOWN,386525,6,6_38,1,30-40,30-40_Pclass_3,10-20,Small,105.0,113,0.40217391304347827
0,1,18.0,1,0,108.9,C,0,2,PC,17758,5,5_17,0,<20,<20_Pclass_1,100-200,Small,18.0,101,0.6842105263157895
0,3,30.0,1,0,16.1,S,0,2,UNKNOWN,376564,6,6_37,0,20-30,20-30_Pclass_3,10-20,Small,90.0,113,0.40217391304347827
0,3,30.0,0,0,7.8958,S,0,1,UNKNOWN,349217,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,2.0,4,1,39.6875,S,3,6,UNKNOWN,3101295,7,7_31,0,<20,<20_Pclass_3,30-40,Large,6.0,54,0.06818181818181818
1,3,0.42,0,1,8.5167,C,3,2,UNKNOWN,2625,4,4_26,0,<20,<20_Pclass_3,0-10,Small,1.26,113,0.40217391304347827
0,2,26.0,0,0,10.5,S,0,1,UNKNOWN,31028,5,5_31,0,20-30,20-30_Pclass_2,10-20,Alone,52.0,104,0.36470588235294116
0,3,41.0,0,0,7.125,S,0,1,SOTON/O,3101272,7,7_31,0,40-50,40-50_Pclass_3,0-10,Alone,123.0,324,0.21374045801526717
